severity,same_phrase,phrase
0,A,"my cbc report indicate 10 hb, i feel tired of little work."
0,A,"my cbc report indicate 10 hb, i feel tired of little work."
1,B,My chest acne breaks out and never clears up.
1,B,My chest acne breaks out and never clears up.
1,B,My chest acne breaks out and never clears up.
1,B,My chest acne breaks out and never clears up.
1,B,My chest acne breaks out and never clears up.
1,B,My chest acne breaks out and never clears up.
1,B,My chest acne breaks out and never clears up.
1,B,My chest acne breaks out and never clears up.
1,B,My chest acne breaks out and never clears up.
1,B,My chest acne breaks out and never clears up.
1,B,My chest acne breaks out and never clears up.
0,A,My chest break out with red pimples and whiteheads.
0,A,My chest break out with red pimples and whiteheads.
0,A,My chest break out with red pimples and whiteheads.
0,A,My chest break out with red pimples and whiteheads.
0,A,My chest break out with red pimples and whiteheads.
0,A,My chest break out with red pimples and whiteheads.
0,A,My chest break out with red pimples and whiteheads.
0,A,My chest break out with red pimples and whiteheads.
0,A,My chest break out with red pimples and whiteheads.
1,B,My chest hurts when I go to take a breath
1,B,My chest hurts when I go to take a breath
1,B,My chest hurts when I go to take a breath
1,B,My chest hurts when I go to take a breath
1,B,My chest hurts when I go to take a breath
1,B,My chest hurts when I go to take a breath
1,B,My chest hurts when I go to take a breath
1,B,My chest hurts when I go to take a breath
1,B,My chest hurts when I go to take a breath
0,A,My chest hurts when I smoke
0,A,My chest hurts when I smoke
0,A,My chest hurts when I smoke
0,A,My chest hurts when I smoke
0,A,My chest hurts when I smoke
0,A,My chest hurts when I smoke
0,A,My chest hurts when I smoke
0,A,My chest hurts when I smoke
1,B,"my child has cough all night, she can't sleep"
1,B,"my child has cough all night, she can't sleep"
1,B,"my child has cough all night, she can't sleep"
1,B,"my child has cough all night, she can't sleep"
1,B,"my child has cough all night, she can't sleep"
1,B,"my child has cough all night, she can't sleep"
1,B,"my child has cough all night, she can't sleep"
1,B,"my child has cough all night, she can't sleep"
1,B,"my child has cough all night, she can't sleep"
1,B,"my child has cough all night, she can't sleep"
1,B,"my child has cough all night, she can't sleep"
1,B,My cough is very heavy and I have mucus.
1,B,My cough is very heavy and I have mucus.
1,B,My cough is very heavy and I have mucus.
1,B,My cough is very heavy and I have mucus.
1,B,My cough is very heavy and I have mucus.
1,B,My cough is very heavy and I have mucus.
1,B,My cough is very heavy and I have mucus.
1,B,My cough is very heavy and I have mucus.
1,B,My cut yellow or greenish-colored pus
1,B,My cut yellow or greenish-colored pus
1,B,My cut yellow or greenish-colored pus
1,B,My cut yellow or greenish-colored pus
1,B,My cut yellow or greenish-colored pus
1,B,My cut yellow or greenish-colored pus
1,B,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.
1,B,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.
1,B,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.
1,B,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.
1,B,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.
1,B,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.
1,B,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.
1,B,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing.
1,B,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
1,B,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
1,B,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
1,B,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
1,B,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
1,B,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
1,B,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
1,B,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
1,B,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid."
0,A,My ear ache when I'm listening to music.
0,A,My ear ache when I'm listening to music.
0,A,My ear ache when I'm listening to music.
0,A,My ear ache when I'm listening to music.
0,A,My ear ache when I'm listening to music.
0,A,My ear ache when I'm listening to music.
0,A,My ear ache when I'm listening to music.
0,A,My ear ache when I'm listening to music.
0,A,My ear ache when I'm listening to music.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.
1,B,my ear hurts me badly
1,B,my ear hurts me badly
1,B,my ear hurts me badly
1,B,my ear hurts me badly
1,B,my ear hurts me badly
1,B,my ear hurts me badly
1,B,my ear hurts me badly
1,B,my ear hurts me badly
1,B,my ear hurts me badly
1,B,my ear hurts me badly
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear hurts when I touch it.
1,B,My ear is ringing.
1,B,My ear is ringing.
1,B,My ear is ringing.
1,B,My ear is ringing.
1,B,My ear is ringing.
1,B,My ear is ringing.
1,B,My ear is ringing.
1,B,My ear is ringing.
1,B,My ear is ringing.
1,B,My ear is ringing.
1,B,My ear is ringing.
1,B,My ear is ringing.
0,A,My entire body is freezing.
0,A,My entire body is freezing.
0,A,My entire body is freezing.
0,A,My entire body is freezing.
0,A,My entire body is freezing.
0,A,My entire body is freezing.
0,A,My entire body is freezing.
0,A,My entire body is freezing.
0,A,My entire body is freezing.
0,A,My entire body is freezing.
0,A,My entire body is freezing.
0,A,My face break out badly every month around my cycle.
0,A,My face break out badly every month around my cycle.
0,A,My face break out badly every month around my cycle.
0,A,My face break out badly every month around my cycle.
0,A,My face break out badly every month around my cycle.
0,A,My face break out badly every month around my cycle.
0,A,My face break out badly every month around my cycle.
0,A,My face break out badly every month around my cycle.
0,A,My face break out badly every month around my cycle.
0,A,My face break out badly every month around my cycle.
1,B,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away."
1,B,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away."
1,B,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away."
1,B,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away."
1,B,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away."
1,B,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away."
